Occupation,Skill_Name,Frequency_in_the_market
Travel Agent,Customer Service,56.60%
Travel Agent,Communication,50.12%
Travel Agent,Sales,41.09%
Travel Agent,Booking (Sales),29.00%
Travel Agent,Detail Oriented,26.37%
Travel Agent,Interpersonal Communications,23.98%
Travel Agent,Travel Arrangements,21.99%
Travel Agent,Reservations,20.10%
Travel Agent,Product Knowledge,19.25%
Travel Agent,Organizational Skills,16.09%
Treasurer / Controller,Accounting,80.79%
Treasurer / Controller,Finance,70.75%
Treasurer / Controller,Financial Statements,61.01%
Treasurer / Controller,Management,56.71%
Treasurer / Controller,Budgeting,48.23%
Treasurer / Controller,Operations,46.73%
Treasurer / Controller,Leadership,46.43%
Treasurer / Controller,Communication,42.76%
Treasurer / Controller,Forecasting,41.90%
Treasurer / Controller,Auditing,41.51%
Tree Climber / Trimmer,Valid Driver's License,45.57%
Tree Climber / Trimmer,Pruning,43.70%
Tree Climber / Trimmer,Chainsaws,36.28%
Tree Climber / Trimmer,Trimming,25.44%
Tree Climber / Trimmer,Loading And Unloading,25.17%
Tree Climber / Trimmer,Hand Signals,23.22%
Tree Climber / Trimmer,Coordinating,20.76%
Tree Climber / Trimmer,Housekeeping,19.78%
Tree Climber / Trimmer,Management,19.14%
Tree Climber / Trimmer,Fine Motor Skills,18.45%
Tutor,Teaching,38.69%
Tutor,Mathematics,37.08%
Tutor,English Language,26.85%
Tutor,Communication,24.42%
Tutor,Lesson Planning,15.19%
Tutor,Writing,15.15%
Tutor,Math Tutoring,11.81%
Tutor,Coaching,10.71%
Tutor,Interpersonal Communications,9.46%
Tutor,Teaching Certificate,9.19%
UI / UX Designer / Developer,User Experience (UX),55.62%
UI / UX Designer / Developer,User Experience (UX) Design,45.36%
UI / UX Designer / Developer,Communication,43.24%
UI / UX Designer / Developer,Research,36.15%
UI / UX Designer / Developer,User Interface (UI),34.84%
UI / UX Designer / Developer,Prototyping,33.99%
UI / UX Designer / Developer,Figma (Design Software),28.95%
UI / UX Designer / Developer,Wireframing,25.82%
UI / UX Designer / Developer,Agile Methodology,25.18%
UI / UX Designer / Developer,User Research,24.47%
Ultrasound Technologist / Sonographer,Medical Ultrasonography,97.48%
Ultrasound Technologist / Sonographer,American Registry For Diagnostic Medical Sonography (ARDMS) Certification,41.86%
Ultrasound Technologist / Sonographer,Basic Life Support (BLS) Certification,33.25%
Ultrasound Technologist / Sonographer,Radiology,32.40%
Ultrasound Technologist / Sonographer,Obstetrics And Gynaecology,19.73%
Ultrasound Technologist / Sonographer,Registered Diagnostic Medical Sonographer (RDMS),19.07%
Ultrasound Technologist / Sonographer,Communication,16.80%
Ultrasound Technologist / Sonographer,Registered Vascular Technologist (RVT),15.53%
Ultrasound Technologist / Sonographer,American Registry Of Radiologic Technologists (ARRT) Certified,14.23%
Ultrasound Technologist / Sonographer,Anatomy,13.79%
Umpire / Referee,Communication,43.47%
Umpire / Referee,Sports Officiating,24.85%
Umpire / Referee,Customer Service,24.26%
Umpire / Referee,Youth Athletics,19.89%
Umpire / Referee,Cardiopulmonary Resuscitation (CPR) Certification,12.13%
Umpire / Referee,Professionalism,11.15%
Umpire / Referee,Positivity,10.46%
Umpire / Referee,Self-Motivation,9.53%
Umpire / Referee,First Aid Certification,8.84%
Umpire / Referee,Operations,8.69%
Unclassified Occupation,Communication,43.35%
Unclassified Occupation,Management,31.46%
Unclassified Occupation,Customer Service,30.39%
Unclassified Occupation,Leadership,22.62%
Unclassified Occupation,Operations,22.48%
Unclassified Occupation,Sales,20.72%
Unclassified Occupation,Problem Solving,17.02%
Unclassified Occupation,Detail Oriented,15.72%
Unclassified Occupation,Writing,14.63%
Unclassified Occupation,Valid Driver's License,14.29%
Underwriting Assistant,Underwriting,97.78%
Underwriting Assistant,Research,37.45%
Underwriting Assistant,Commercial Lines Underwriting,29.85%
Underwriting Assistant,Casualty Insurance,29.22%
Underwriting Assistant,Customer Service,27.63%
Underwriting Assistant,Communication,26.92%
Underwriting Assistant,Detail Oriented,22.96%
Underwriting Assistant,Microsoft Excel,20.35%
Underwriting Assistant,Microsoft Office,19.56%
Underwriting Assistant,Auditing,18.13%
Upholsterer,Upholstery,97.97%
Upholsterer,Sewing,47.76%
Upholsterer,Textiles,29.58%
Upholsterer,Hand Tools,27.90%
Upholsterer,Detail Oriented,22.17%
Upholsterer,Furniture Cleaning,20.00%
Upholsterer,Power Tool Operation,17.83%
Upholsterer,Communication,16.15%
Upholsterer,English Language,16.15%
Upholsterer,Lifting Ability,15.24%
Urban / Transportation Planner,Planning,48.09%
Urban / Transportation Planner,Communication,42.05%
Urban / Transportation Planner,Management,36.33%
Urban / Transportation Planner,Operations,29.55%
Urban / Transportation Planner,Valid Driver's License,24.50%
Urban / Transportation Planner,Project Management,22.16%
Urban / Transportation Planner,Coordinating,21.79%
Urban / Transportation Planner,Leadership,19.76%
Urban / Transportation Planner,Customer Service,19.74%
Urban / Transportation Planner,Research,18.74%
Utility Line Technician,Communication,41.92%
Utility Line Technician,Valid Driver's License,40.94%
Utility Line Technician,Underground Utilities,31.77%
Utility Line Technician,Telecommunications,19.26%
Utility Line Technician,Lifting Ability,18.88%
Utility Line Technician,Construction,18.31%
Utility Line Technician,Hand Tools,18.14%
Utility Line Technician,Excavation,15.91%
Utility Line Technician,Transformers (Electrical),15.74%
Utility Line Technician,Operations,14.87%
Valet / Parking Lot Attendant,Valid Driver's License,52.23%
Valet / Parking Lot Attendant,Customer Service,51.37%
Valet / Parking Lot Attendant,Good Driving Record,29.32%
Valet / Parking Lot Attendant,Communication,27.96%
Valet / Parking Lot Attendant,Lifting Ability,19.71%
Valet / Parking Lot Attendant,Management,18.00%
Valet / Parking Lot Attendant,Professionalism,16.13%
Valet / Parking Lot Attendant,Operations,15.37%
Valet / Parking Lot Attendant,Cleanliness,14.22%
Valet / Parking Lot Attendant,English Language,13.61%
Validation Engineer,Communication,36.19%
Validation Engineer,Reliability,30.65%
Validation Engineer,Management,29.37%
Validation Engineer,Operations,28.74%
Validation Engineer,Problem Solving,27.58%
Validation Engineer,Reliability Engineering,26.56%
Validation Engineer,Troubleshooting (Problem Solving),22.93%
Validation Engineer,Automation,21.78%
Validation Engineer,Leadership,19.30%
Validation Engineer,Root Cause Analysis,18.21%
Van / Taxi / Shuttle Driver,Valid Driver's License,46.83%
Van / Taxi / Shuttle Driver,Customer Service,32.84%
Van / Taxi / Shuttle Driver,Good Driving Record,32.28%
Van / Taxi / Shuttle Driver,Communication,23.05%
Van / Taxi / Shuttle Driver,Lifting Ability,15.64%
Van / Taxi / Shuttle Driver,Loading And Unloading,15.51%
Van / Taxi / Shuttle Driver,Cleanliness,13.46%
Van / Taxi / Shuttle Driver,English Language,13.13%
Van / Taxi / Shuttle Driver,Management,11.01%
Van / Taxi / Shuttle Driver,Pre-Trip And Post-Trip Vehicle Inspections,10.35%
Veterinarian,Veterinary Medicine,43.48%
Veterinarian,Surgery,24.64%
Veterinarian,Communication,23.58%
Veterinarian,Medical Ultrasonography,16.91%
Veterinarian,Preventive Care,14.99%
Veterinarian,Management,14.78%
Veterinarian,Leadership,14.42%
Veterinarian,Mentorship,13.41%
Veterinarian,Compassion,11.78%
Veterinarian,Medical Records,11.34%
Veterinary Assistant,Communication,47.61%
Veterinary Assistant,Surgery,29.72%
Veterinary Assistant,Safe Restraining Techniques (Veterinary),24.48%
Veterinary Assistant,Anesthesias,23.03%
Veterinary Assistant,Customer Service,21.78%
Veterinary Assistant,Compassion,18.58%
Veterinary Assistant,Medication Administration,15.94%
Veterinary Assistant,Veterinary Medicine,15.75%
Veterinary Assistant,Lifting Ability,15.73%
Veterinary Assistant,Multitasking,15.48%
Veterinary Technician / Technologist,Communication,43.67%
Veterinary Technician / Technologist,Surgery,36.64%
Veterinary Technician / Technologist,Anesthesias,35.62%
Veterinary Technician / Technologist,Certified Veterinary Technician,31.74%
Veterinary Technician / Technologist,Medication Administration,18.54%
Veterinary Technician / Technologist,Medical Records,17.16%
Veterinary Technician / Technologist,Compassion,16.83%
Veterinary Technician / Technologist,Safe Restraining Techniques (Veterinary),16.82%
Veterinary Technician / Technologist,Venipuncture,16.47%
Veterinary Technician / Technologist,Animal Care,15.75%
Video Editor,Editing,60.10%
Video Editor,Video Editing,42.91%
Video Editor,Adobe Premiere Pro,42.75%
Video Editor,Communication,41.30%
Video Editor,Adobe After Effects,37.25%
Video Editor,Detail Oriented,29.40%
Video Editor,Adobe Photoshop,25.51%
Video Editor,Post-Production,24.21%
Video Editor,Video Production,23.79%
Video Editor,Motion Graphics,21.92%
Video Game Designer,Game Design,74.61%
Video Game Designer,Communication,44.30%
Video Game Designer,Scripting,24.61%
Video Game Designer,Video Game Development,24.35%
Video Game Designer,Unity Engine,23.58%
Video Game Designer,Prototyping,22.02%
Video Game Designer,Unreal Engine,21.50%
Video Game Designer,Problem Solving,18.65%
Video Game Designer,Game Mechanics,16.58%
Video Game Designer,Self-Motivation,16.06%
Videographer,Editing,40.90%
Videographer,Videography,33.80%
Videographer,Communication,30.24%
Videographer,Adobe Premiere Pro,22.59%
Videographer,Video Production,21.39%
Videographer,Detail Oriented,18.68%
Videographer,Photography,18.25%
Videographer,Marketing,16.93%
Videographer,Adobe After Effects,15.68%
Videographer,Video Editing,15.17%
Vocational Education Instructor,Teaching,55.36%
Vocational Education Instructor,Communication,35.53%
Vocational Education Instructor,Teaching Certificate,16.91%
Vocational Education Instructor,Lesson Planning,15.58%
Vocational Education Instructor,Writing,14.46%
Vocational Education Instructor,Management,13.58%
Vocational Education Instructor,Planning,12.91%
Vocational Education Instructor,Leadership,11.63%
Vocational Education Instructor,Curriculum Development,11.59%
Vocational Education Instructor,Interpersonal Communications,11.31%
Vocational Rehabilitation Counselor,Rehabilitation,72.44%
Vocational Rehabilitation Counselor,Psychology,41.14%
Vocational Rehabilitation Counselor,Vocational Rehabilitation Counseling,38.00%
Vocational Rehabilitation Counselor,Rehabilitation Counseling,36.06%
Vocational Rehabilitation Counselor,Communication,34.62%
Vocational Rehabilitation Counselor,Disabilities,33.93%
Vocational Rehabilitation Counselor,Social Work,33.21%
Vocational Rehabilitation Counselor,Case Management,30.01%
Vocational Rehabilitation Counselor,Human Services,26.44%
Vocational Rehabilitation Counselor,Management,26.01%
Volunteer,Communication,29.78%
Volunteer,Hospice,16.48%
Volunteer,Leadership,15.31%
Volunteer,Valid Driver's License,15.26%
Volunteer,Writing,12.77%
Volunteer,Management,12.54%
Volunteer,Coordinating,11.89%
Volunteer,Customer Service,10.98%
Volunteer,Research,9.98%
Volunteer,Volunteer Management,9.92%
Waiter / Waitress,Restaurant Operation,40.50%
Waiter / Waitress,Customer Service,35.43%
Waiter / Waitress,Communication,30.16%
Waiter / Waitress,Cleanliness,18.53%
Waiter / Waitress,Sanitation,15.13%
Waiter / Waitress,Management,14.01%
Waiter / Waitress,Food Safety And Sanitation,12.06%
Waiter / Waitress,Multitasking,11.66%
Waiter / Waitress,Detail Oriented,11.28%
Waiter / Waitress,Professionalism,10.91%
Warehouse / Distribution Supervisor,Warehousing,73.53%
Warehouse / Distribution Supervisor,Communication,42.27%
Warehouse / Distribution Supervisor,Operations,41.92%
Warehouse / Distribution Supervisor,Management,35.35%
Warehouse / Distribution Supervisor,Leadership,33.71%
Warehouse / Distribution Supervisor,Customer Service,32.22%
Warehouse / Distribution Supervisor,Forklift Truck,22.36%
Warehouse / Distribution Supervisor,Detail Oriented,20.86%
Warehouse / Distribution Supervisor,Supervision,20.32%
Warehouse / Distribution Supervisor,Lifting Ability,18.82%
Waste / Recycling Coordinator,Operations,45.62%
Waste / Recycling Coordinator,Communication,40.33%
Waste / Recycling Coordinator,Management,36.05%
Waste / Recycling Coordinator,Waste Management,32.99%
Waste / Recycling Coordinator,Valid Driver's License,31.06%
Waste / Recycling Coordinator,Customer Service,24.44%
Waste / Recycling Coordinator,Coordinating,21.08%
Waste / Recycling Coordinator,Microsoft Office,18.74%
Waste / Recycling Coordinator,Planning,17.82%
Waste / Recycling Coordinator,Sales,17.11%
Water / Wastewater Engineer,Wastewater,48.88%
Water / Wastewater Engineer,Project Management,43.39%
Water / Wastewater Engineer,Planning,42.73%
Water / Wastewater Engineer,Management,36.65%
Water / Wastewater Engineer,Water Resources,36.53%
Water / Wastewater Engineer,Communication,35.22%
Water / Wastewater Engineer,Civil Engineering,32.40%
Water / Wastewater Engineer,Professional Engineer (PE) License,29.75%
Water / Wastewater Engineer,Stormwater Management,29.27%
Water / Wastewater Engineer,Hydrology,27.00%
Water Resource Specialist,Valid Driver's License,35.50%
Water Resource Specialist,Communication,35.27%
Water Resource Specialist,Management,31.27%
Water Resource Specialist,Operations,25.23%
Water Resource Specialist,Water Resources,22.51%
Water Resource Specialist,Customer Service,20.69%
Water Resource Specialist,Detail Oriented,17.98%
Water Resource Specialist,Planning,16.69%
Water Resource Specialist,Leadership,14.58%
Water Resource Specialist,Lifting Ability,12.99%
Water Treatment Specialist / Waste Water Operator,Operations,50.48%
Water Treatment Specialist / Waste Water Operator,Wastewater,46.18%
Water Treatment Specialist / Waste Water Operator,Valid Driver's License,38.91%
Water Treatment Specialist / Waste Water Operator,Communication,34.07%
Water Treatment Specialist / Waste Water Operator,Sewage Treatments,32.20%
Water Treatment Specialist / Waste Water Operator,Water Treatment,25.87%
Water Treatment Specialist / Waste Water Operator,Management,24.50%
Water Treatment Specialist / Waste Water Operator,Valves (Piping),20.53%
Water Treatment Specialist / Waste Water Operator,Wastewater Treatment Plant,17.93%
Water Treatment Specialist / Waste Water Operator,Troubleshooting (Problem Solving),16.96%
Weatherization Installer,Weatherization,72.98%
Weatherization Installer,Valid Driver's License,49.88%
Weatherization Installer,Construction,34.87%
Weatherization Installer,Customer Service,28.87%
Weatherization Installer,Communication,27.48%
Weatherization Installer,Good Driving Record,25.40%
Weatherization Installer,Carpentry,22.86%
Weatherization Installer,Plumbing,20.32%
Weatherization Installer,HVAC,19.17%
Weatherization Installer,Leak Detection And Repair,19.17%
Web Designer,Web Design,72.03%
Web Designer,Communication,42.12%
